,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
97,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,,,,,,,,0.0002550308,3.89395e-05,3.131691e-05,0.0001753291,0.0001928477,0.000192004,0.0001902243,0.0001886091,0.0001876341,0.0001871296,0.0001866872,0.0001865758,0.0001866449,0.0001866528,0.0001866274,0.0001866008,0.0001865782,0.0001865591,0.0001865439,0.0001865314,0.0001865197,0.0001865096,0.000186501,0.0001864932,0.0001864854,0.0001864787,0.0001864725,0.0001864667,0.0001864612,0.0001864566,0.0001864521,0.000186448,0.0001864438,0.0001864404,0.000186437,0.000186434,0.0001864308,0.0001864282,0.0001864258,0.0001864232,0.0001864206,0.0001864185,0.0001864166,0.0001864146,0.0001864125,0.0001864108,0.0001864091,0.0001864074,0.0001864058,0.0001864044,0.0001864031,0.0001864017,0.0001864002,0.0001863991,0.0001863979,0.0001863969,0.0001863955,0.0001863948,0.0001863937,0.0001863927,0.0001863914,0.0001863905,0.0001863896,0.000186389,0.0001863879,0.0001863872,0.0001863864,0.0001863858,0.0001863848,0.0001863842,0.0001863838,0.0001863832,0.0001863822,0.0001863818,0.0001863812,0.0001863807,0.0001863798,0.0001863796,0.0001863792,0.0001863786,0.0001863779,0.0001863775,0.000186377,0.0001863767,0.0001863759,0.0001863755,0.0001863752,0.0001863748,0.0001863742,0.000186374,0.0001863737,0.0001863733,0.0001863727,0.0001863725,0.000186372,0.0001863718,0.0001863714,0.0001863713,0.0001863708,0.0001863706,0.0001863702,0.0001863698,0.0001863697,0.0001863694,0.0001863689,0.0001863687,0.0001863686,0.0001863683,0.0001863677,0.0001863677,0.0001863675,0.0001863673,0.0001863668,0.0001863668,0.0001863664,0.0001863662,0.000186366,0.0001863659,0.0001863656,0.0001863656,0.0001863651,0.000186365,0.0001863648,0.0001863646,0.0001863642,0.0001863643,0.0001863639,0.0001863639,0.0001863634,0.0001863635,0.0001863633,0.0001863632,0.0001863627,0.0001863627,0.0001863627,0.0001863625,0.0001863621,0.0001863622,0.0001863621,0.000186362,0.0001863615,0.0001863615,0.0001863614,0.0001863612,0.0001863608
99,,,,,,,,,0.0002550243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,,,,,,,,,0.0002589347,1.960941e-05,3.410005e-06,2.514287e-06,4.761409e-06,4.190865e-06,1.343102e-06,-1.640054e-06,-3.439429e-06,-5.238702e-06,-5.980184e-06,-6.317675e-06,-6.289044e-06,-5.897011e-06,-5.333798e-06,-5.193878e-06,-1.048155e-06,-3.239545e-08,-5.346717e-09,-1.521762e-09,-5.191158e-12,-2.290957e-13,-2.303383e-13,-2.314014e-13,-2.327517e-13,-2.341096e-13,-2.354862e-13,-2.368701e-13,-2.382639e-13,-2.396703e-13,-2.410867e-13,-2.425136e-13,-2.439497e-13,-2.453934e-13,-2.468496e-13,-2.483083e-13,-2.497853e-13,-2.51269e-13,-2.52766e-13,-2.542684e-13,-2.557825e-13,-2.57302e-13,-2.588363e-13,-2.603802e-13,-2.619278e-13,-2.634908e-13,-2.650638e-13,-2.666417e-13,-2.68237e-13,-2.698341e-13,-2.714453e-13,-2.730694e-13,-2.796896e-13,-2.780178e-13,-2.816585e-13,-2.831083e-13,-2.845941e-13,-2.861141e-13,-2.87668e-13,-2.89243e-13,-2.908385e-13,-2.92466e-13,-2.94109e-13,-2.957732e-13,-2.974515e-13,-2.991493e-13,-3.008632e-13,-3.025904e-13,-3.043314e-13,-3.06086e-13,-3.078644e-13,-3.09654e-13,-3.11454e-13,-3.132701e-13,-3.151005e-13,-3.169434e-13,-3.187977e-13,-3.206625e-13,-3.225448e-13,-3.244417e-13,-3.263502e-13,-3.282697e-13,-3.302065e-13,-3.321506e-13,-3.34116e-13,-3.360841e-13,-3.380701e-13,-3.400683e-13,-3.420839e-13,-3.441093e-13,-3.461496e-13,-3.482005e-13,-3.502597e-13,-3.523361e-13,-3.544334e-13,-3.56535e-13,-3.586521e-13,-3.607772e-13,-3.629241e-13,-3.650861e-13,-3.672543e-13,-3.694381e-13,-3.716357e-13,-3.73852e-13,-3.760797e-13,-3.783182e-13,-3.805728e-13,-3.828385e-13,-3.851216e-13,-3.874131e-13,-3.897204e-13,-3.92053e-13,-3.94386e-13,-3.967385e-13,-3.991068e-13,-4.014963e-13,-4.038856e-13,-4.062958e-13,-4.087197e-13,-4.111629e-13,-4.136145e-13,-4.160905e-13,-4.185769e-13,-4.21079e-13,-4.235863e-13,-4.261246e-13,-4.286678e-13,-4.312271e-13,-4.338093e-13,-4.364072e-13,-4.390121e-13,-4.416398e-13,-4.442794e-13,-4.469363e-13,-4.496141e-13,-4.523025e-13,-4.550052e-13,-4.577264e-13,-4.604673e-13,-4.632239e-13,-4.659902e-13,-4.687836e-13,-4.715936e-13,-4.744166e-13,-4.772521e-13
101,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,,,,,,,,0.0,1.404802e-09,6.010965e-10,5.673437e-10,5.470036e-10,5.270072e-10,5.069839e-10,4.890751e-10,4.729971e-10,4.581142e-10,4.452432e-10,4.315059e-10,4.160725e-10,3.941612e-10,3.08187e-10,7.647556e-07,-7.10697e-06,-4.064564e-06,-3.775303e-06,-4.26069e-06,-2.95879e-06,-3.030605e-06,-2.798027e-06,-2.733256e-06,-2.565021e-06,-2.392864e-06,-2.267201e-06,-2.124474e-06,-2.004954e-06,-1.913024e-06,-1.798583e-06,-1.72157e-06,-1.679843e-06,-1.535199e-06,-1.489911e-06,-1.378823e-06,-1.341186e-06,-1.254875e-06,-1.235602e-06,-1.173314e-06,-1.149605e-06,-1.062163e-06,-1.044199e-06,-1.00511e-06,-9.248975e-07,-8.859682e-07,-8.66046e-07,-8.415428e-07,-8.371962e-07,-8.052655e-07,-7.541159e-07,-7.496971e-07,2.534028e-07,3.300174e-07,-5.939396e-07,-5.651537e-07,-5.225668e-07,-5.086521e-07,-4.987909e-07,-4.879305e-07,-4.534758e-07,-4.841663e-07,-4.68296e-07,-4.652025e-07,-4.301276e-07,-4.352522e-07,-4.090533e-07,-4.143251e-07,-3.944519e-07,-3.413519e-07,-3.782907e-07,-3.902646e-07,-3.793524e-07,-3.679489e-07,-3.760779e-07,-3.494937e-07,-3.568914e-07,-3.197787e-07,-2.771457e-07,-3.045128e-07,-3.132411e-07,-2.650604e-07,-2.795468e-07,-2.536375e-07,-2.789933e-07,-2.267626e-07,-2.375393e-07,-2.449489e-07,-2.495059e-07,-2.548069e-07,-2.238529e-07,-2.325487e-07,-2.105607e-07,-1.845541e-07,-2.35256e-07,-2.055959e-07,-1.89169e-07,-1.721182e-07,-1.5809e-07,-1.984103e-07,-2.027432e-07,-1.653414e-07,-1.691368e-07,-1.673807e-07,-1.885262e-07,-1.566175e-07,-1.781125e-07,-1.903875e-07,-1.737026e-07,-1.391923e-07,-1.38385e-07,-1.696859e-07,-1.677246e-07,-1.448068e-07,-1.769863e-07,-1.829117e-07,-1.537581e-07,-1.259656e-07,-1.139767e-07,-1.37413e-07,-1.437757e-07,-1.369403e-07,-1.331059e-07,-1.353462e-07,-1.355832e-07,-1.26231e-07,-1.073623e-07,-1.076739e-07,-1.20916e-07,-1.2883e-07,-1.073297e-07,-1.220918e-07,-1.446281e-07,-9.677885e-08,-1.121093e-07,-1.127777e-07,-9.604546e-08,-7.532666e-08,-1.076714e-07,-1.248334e-07,-7.217114e-08,-8.263133e-08,-1.009663e-07,-1.051915e-07,-8.509041e-08
105,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,,,,,,,,35.23336,22.64913,19.20404,63.21155,83.85474,83.14212,81.42855,80.17398,79.53263,79.17289,78.99813,79.02336,79.08332,79.10693,79.11284,79.11539,79.11774,79.12069,79.1242,79.12742,79.1301,79.13269,79.13526,79.13748,79.13909,79.14075,79.14242,79.14372,79.14491,79.14627,79.14731,79.14834,79.14908,79.1501,79.15093,79.15186,79.1525,79.15328,79.15422,79.15462,79.15511,79.15572,79.15635,79.1569,79.15724,79.15765,79.15828,79.15854,79.159,79.15934,79.15992,79.1602,79.16046,79.16065,79.16114,79.16151,79.16173,79.16217,79.16249,79.16261,79.16274,79.16295,79.16329,79.16351,79.1638,79.1638,79.16415,79.16437,79.16449,79.1646,79.16512,79.16525,79.16529,79.16549,79.16571,79.16593,79.16593,79.16626,79.16652,79.16659,79.16669,79.16689,79.16701,79.16712,79.16717,79.1672,79.16751,79.16764,79.16772,79.1678,79.16812,79.16813,79.16807,79.16822,79.16833,79.16845,79.16867,79.16869,79.16887,79.16899,79.16898,79.16891,79.16921,79.1693,79.1693,79.16934,79.1697,79.1696,79.16954,79.1697,79.16994,79.16999,79.16993,79.17,79.17005,79.17014,79.17031,79.17039,79.17044,79.17064,79.17045,79.17055,79.17065,79.17076,79.17073,79.17088,79.17084,79.17095,79.17104,79.17107,79.17129,79.17125,79.17119,79.17121,79.17152,79.17144,79.17151,79.17158,79.17175,79.17172,79.17165,79.1717,79.1718,79.17177,79.17179
107,,,,,,,,,34.82147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,,,,,,,,,23.84153,-21.23477,-22.00513,-21.67891,-19.89661,-17.96298,-16.36525,-15.14038,-14.25822,-13.64309,-13.20549,-12.90586,-12.71363,-12.64702,-12.95462,-1.67734,-2.449212,-2.003303,-1.909685,-1.87287,-4.29441,-4.732955,-5.299143,-5.674588,-5.793939,-5.898657,-5.99157,-6.074674,-6.149607,-6.217542,-6.279487,-6.33627,-6.388612,-6.436913,-6.481767,-6.523483,-6.562456,-6.598867,-6.633101,-6.665212,-6.695545,-6.724126,-6.751172,-6.776814,-6.801116,-6.824173,-6.846162,-6.867092,-6.887091,-6.906167,-6.924404,-6.94188,-7.022178,-6.973649,-7.064618,-7.076802,-7.08854,-7.099847,-7.110782,-7.121322,-7.131521,-7.141388,-7.150932,-7.160145,-7.169097,-7.177752,-7.18616,-7.194312,-7.202249,-7.209892,-7.217404,-7.22466,-7.23174,-7.238598,-7.245299,-7.251784,-7.25815,-7.26431,-7.27031,-7.276194,-7.28195,-7.287505,-7.292962,-7.298261,-7.303486,-7.308538,-7.313514,-7.318368,-7.323129,-7.327747,-7.332273,-7.336707,-7.341042,-7.345278,-7.349464,-7.353526,-7.357534,-7.361411,-7.365248,-7.369017,-7.372713,-7.376291,-7.379841,-7.383314,-7.386745,-7.390062,-7.393381,-7.396591,-7.39976,-7.402836,-7.405903,-7.408903,-7.411871,-7.41473,-7.417601,-7.420393,-7.42315,-7.425829,-7.428484,-7.431111,-7.433696,-7.436202,-7.438695,-7.441142,-7.44358,-7.445929,-7.448261,-7.450552,-7.452851,-7.455064,-7.457264,-7.459425,-7.461586,-7.463654,-7.465736,-7.467773,-7.469794,-7.471736,-7.473727,-7.475656,-7.477521,-7.479401,-7.481257,-7.483083,-7.48487
109,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,,,,,,,,,-2195.935,-907.9342,-885.6448,-956.7468,-1000.596,-1014.559,-1021.097,-1023.785,-1025.088,-1025.491,-1025.495,-1025.819,-1026.222,-1026.517,-1026.732,-1026.901,-1027.036,-1027.15,-1027.248,-1027.332,-1027.406,-1027.471,-1027.528,-1027.58,-1027.626,-1027.667,-1027.704,-1027.738,-1027.769,-1027.797,-1027.823,-1027.847,-1027.869,-1027.89,-1027.909,-1027.927,-1027.944,-1027.96,-1027.975,-1027.989,-1028.002,-1028.014,-1028.026,-1028.037,-1028.048,-1028.058,-1028.067,-1028.077,-1028.085,-1028.094,-1028.102,-1028.109,-1028.116,-1028.123,-1028.129,-1028.136,-1028.142,-1028.149,-1028.155,-1028.16,-1028.165,-1028.171,-1028.175,-1028.181,-1028.185,-1028.19,-1028.194,-1028.198,-1028.202,-1028.206,-1028.21,-1028.214,-1028.218,-1028.221,-1028.225,-1028.228,-1028.231,-1028.235,-1028.238,-1028.241,-1028.243,-1028.246,-1028.249,-1028.252,-1028.254,-1028.257,-1028.26,-1028.262,-1028.264,-1028.267,-1028.269,-1028.271,-1028.274,-1028.276,-1028.278,-1028.28,-1028.282,-1028.284,-1028.286,-1028.288,-1028.29,-1028.292,-1028.293,-1028.295,-1028.297,-1028.299,-1028.3,-1028.302,-1028.303,-1028.305,-1028.307,-1028.308,-1028.31,-1028.311,-1028.312,-1028.314,-1028.315,-1028.317,-1028.318,-1028.319,-1028.321,-1028.322,-1028.323,-1028.324,-1028.325,-1028.327,-1028.328,-1028.329,-1028.33,-1028.332,-1028.332,-1028.334,-1028.335,-1028.336,-1028.337,-1028.338,-1028.339,-1028.34,-1028.341,-1028.342,-1028.342,-1028.344,-1028.345,-1028.345,-1028.346
111,,,,,,,,,-1992.774,-1309.245,-1300.884,-1352.456,-1388.527,-1395.312,-1397.502,-1398.006,-1398.208,-1398.125,-1397.99,-1398.173,-1398.419,-1398.591,-1398.713,-1398.822,-1398.9,-1398.966,-1399.026,-1399.079,-1399.12,-1399.162,-1399.2,-1399.234,-1399.265,-1399.293,-1399.319,-1399.343,-1399.365,-1399.385,-1399.404,-1399.422,-1399.439,-1399.455,-1399.469,-1399.483,-1399.497,-1399.509,-1399.521,-1399.532,-1399.543,-1399.553,-1399.563,-1399.572,-1399.581,-1399.59,-1399.598,-1399.606,-1399.613,-1399.62,-1399.628,-1399.634,-1399.637,-1399.636,-1399.64,-1399.645,-1399.651,-1399.657,-1399.662,-1399.667,-1399.672,-1399.677,-1399.681,-1399.686,-1399.69,-1399.694,-1399.698,-1399.702,-1399.706,-1399.71,-1399.714,-1399.717,-1399.721,-1399.724,-1399.727,-1399.731,-1399.734,-1399.737,-1399.74,-1399.743,-1399.746,-1399.749,-1399.752,-1399.754,-1399.757,-1399.759,-1399.762,-1399.764,-1399.767,-1399.769,-1399.772,-1399.774,-1399.776,-1399.778,-1399.78,-1399.783,-1399.785,-1399.787,-1399.789,-1399.791,-1399.793,-1399.795,-1399.796,-1399.798,-1399.8,-1399.802,-1399.803,-1399.805,-1399.807,-1399.808,-1399.81,-1399.812,-1399.813,-1399.815,-1399.816,-1399.818,-1399.819,-1399.821,-1399.822,-1399.824,-1399.825,-1399.826,-1399.827,-1399.829,-1399.83,-1399.832,-1399.833,-1399.834,-1399.835,-1399.837,-1399.837,-1399.839,-1399.84,-1399.841,-1399.842,-1399.843,-1399.844,-1399.845,-1399.846,-1399.847,-1399.848,-1399.85,-1399.851,-1399.851,-1399.852
112,,,,,,,,,-938.1003,-968.6096,-1029.573,-1088.644,-1146.025,-1202.023,-1253.726,-1297.17,-1331.003,-1356.608,-1376.004,-1390.799,-1402.253,-1411.286,-1418.54,-1425.988,-1430.93,-1435.682,-1439.784,-1443.252,-1445.982,-1448.365,-1450.448,-1452.336,-1454.075,-1455.677,-1457.162,-1458.547,-1459.842,-1461.059,-1462.204,-1463.284,-1464.305,-1465.273,-1466.192,-1467.065,-1467.896,-1468.689,-1469.446,-1470.17,-1470.862,-1471.525,-1472.161,-1472.772,-1473.358,-1473.922,-1474.464,-1474.987,-1475.49,-1475.976,-1476.445,-1476.898,-1478.087,-1479.77,-1480.261,-1480.609,-1480.946,-1481.273,-1481.59,-1481.897,-1482.195,-1482.485,-1482.767,-1483.041,-1483.308,-1483.567,-1483.82,-1484.066,-1484.306,-1484.54,-1484.768,-1484.99,-1485.207,-1485.419,-1485.626,-1485.828,-1486.025,-1486.218,-1486.406,-1486.591,-1486.771,-1486.947,-1487.12,-1487.289,-1487.454,-1487.616,-1487.775,-1487.93,-1488.083,-1488.232,-1488.378,-1488.522,-1488.663,-1488.801,-1488.936,-1489.069,-1489.2,-1489.328,-1489.454,-1489.577,-1489.698,-1489.818,-1489.935,-1490.05,-1490.163,-1490.275,-1490.384,-1490.491,-1490.597,-1490.701,-1490.804,-1490.904,-1491.003,-1491.101,-1491.197,-1491.292,-1491.384,-1491.476,-1491.566,-1491.655,-1491.743,-1491.829,-1491.914,-1491.998,-1492.08,-1492.162,-1492.242,-1492.321,-1492.399,-1492.476,-1492.552,-1492.626,-1492.7,-1492.773,-1492.845,-1492.916,-1492.985,-1493.054,-1493.122,-1493.189,-1493.256,-1493.321,-1493.386,-1493.45,-1493.513
